Country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
Colombia,17.04190946,18.04078827,18.34120119,19.76285767,20.43413975,21.19743065,22.57377624,22.9494448,22.4766632,22.89180729,23.64216242,24.79793183,24.62166856,25.31177124,25.32026506,25.86848342,27.44851267,27.34239242,28.47061048,28.24016968,27.04745243,28.24043349,29.24733711,28.97765938,29.51712685,27.75712783,27.71970058,26.82497218,30.04682014,29.35106685,25.9735328,26.6165001,27.4377802,28.1337127,28.48046177,28.30110795
"Congo, Dem. Rep. of the",no data,no data,no data,no data,no data,no data,1.611276343,1.456343585,1.236286004,0.79912925,0.636877257,2.985437405,4.892108432,4.944074002,7.017374525,9.365727499,10.11335491,10.18840296,11.19395095,13.39475834,14.91948449,12.99976428,15.48613529,14.62393411,18.4727153,16.82570122,13.9817843,11.74251327,11.09072573,10.8704853,10.57167776,13.88461226,14.53056105,14.79215069,14.97931276,14.9678631
"Congo, Republic of ",26.33377093,22.88491003,20.08205629,21.53741398,20.08093161,21.20097242,24.91409004,25.86475005,19.907566,24.00639307,23.69168641,28.37254036,24.79313366,27.37852962,27.71470603,35.52779322,42.58771088,37.56809913,48.06263938,29.18910826,38.51445355,43.93786381,37.89273798,39.5423581,37.83012641,23.4830346,26.10174181,22.39253078,25.37558016,27.25127824,22.091766,23.72022513,24.81563248,25.31027191,25.76961398,26.08758387
Croatia,no data,no data,29.06448574,30.79417043,41.21551565,42.60123588,44.10072701,43.22415061,46.66357498,44.23546951,41.96297781,40.23356067,47.43394904,45.52588694,43.86746297,43.25788101,43.36879035,43.34138808,43.02287351,42.82839185,42.07884389,41.05379726,42.96780401,42.91522875,43.38538429,45.31866728,46.47238224,46.14067741,46.51596495,47.51702455,42.54268327,46.89111507,50.2953755,50.33124009,50.33422818,46.416226
Cyprus,no data,no data,no data,no data,no data,29.70318951,29.48806316,29.3939213,30.5301383,30.26665982,32.7308422,33.60807224,33.29095486,34.47902719,34.92584708,37.46424331,38.08538697,40.79205094,39.08393654,36.45524886,37.10941324,36.52609945,36.4453772,37.0316034,40.25355575,39.65838335,37.70061835,38.5659466,39.21032463,41.23187977,42.16390897,43.76526247,45.23665402,45.87602441,46.0167555,45.90320802
Czech Republic,no data,no data,no data,no data,no data,40.24591776,38.52978398,38.52784137,37.71872148,38.05137456,37.28207271,37.56051469,38.32303598,42.26397332,39.95496243,39.03465454,38.9843498,39.52097313,38.47805761,38.51539582,39.02516235,40.02685163,40.26215287,40.90891426,40.03788975,40.82109614,40.46210938,40.48428966,41.50891349,41.42227382,40.60859149,41.01532093,41.35702514,41.55624313,41.53344634,41.03445893
Côte d'Ivoire,no data,no data,no data,no data,no data,no data,no data,14.42311345,13.8681319,12.40008985,12.04690833,12.13830232,12.4607029,11.41360605,12.47033772,12.57154963,13.42705548,14.45389911,14.379647,13.38409197,13.1285749,10.30793096,13.86539315,14.23641204,13.64538334,14.46057224,14.73734356,15.10073942,14.85845291,15.02919102,14.35964598,14.49918386,14.53037018,14.62079111,14.47686721,14.5525796
Denmark,53.41455917,52.44663136,53.77030709,55.6222845,55.68974526,54.90596566,55.51587097,54.7072799,55.00675808,55.40220423,54.57411989,53.97797781,53.19888646,53.5062095,55.07051119,56.1966301,54.81685352,54.61185177,53.58468362,53.73816228,53.96300014,54.3735455,54.46448078,54.58473102,56.36214046,53.19806556,52.37262959,52.7603495,51.41926326,53.49938453,53.0838673,50.67701085,49.99018517,49.99018517,49.99018517,49.99018517
Dominican Republic,no data,no data,no data,no data,no data,no data,no data,12.44476378,12.22329337,12.52660593,13.14309303,14.10451926,14.03544166,12.82698573,13.63027415,14.74053339,15.21761573,16.37804871,15.03591556,13.23139312,13.06997263,12.89680798,13.55729153,14.21838662,14.24768678,16.64814764,13.87122239,14.01381645,14.1558382,14.39599865,12.49961716,13.90093552,14.47146314,14.47028646,14.47164045,14.47017653
Ecuador,no data,no data,no data,no data,no data,19.0709219,18.46545113,18.31487326,15.72559325,18.47340412,22.90947437,20.24905506,22.28060047,21.3063026,22.34519108,22.03417458,24.06458709,26.72257716,35.79571218,29.39620162,33.32367122,39.34294336,39.31733534,39.16733768,38.36966243,33.55986849,30.3329835,32.04968282,35.32482472,33.42852131,30.09291746,31.64311993,34.60127159,35.16857616,35.53911981,35.55854373
Egypt,no data,no data,no data,no data,no data,no data,no data,no data,no data,28.3865553,27.31270479,26.79221201,24.15584771,24.90898711,24.35608206,23.62264137,27.18588028,26.36205227,26.6392449,26.33069738,23.9108902,20.94845895,20.83144503,21.6936519,24.38718404,22.03036131,20.26419133,21.76108934,20.69677514,20.12042427,19.15909585,19.9713167,20.21412935,20.64733944,20.96882889,21.35044187
Estonia,no data,no data,no data,no data,no data,39.3595066,37.79439748,38.87907424,39.65273333,37.24433664,36.24724694,35.1251777,36.26023353,36.81431029,36.45898518,34.8731943,36.36669629,36.46470108,36.81318575,43.66622916,40.30530463,38.21876247,38.79483102,38.07863463,38.30352696,39.45072562,38.69118849,38.49432823,38.65481201,38.5897715,33.92727628,37.98878559,38.26624061,39.13226411,38.99424364,39.58913577
Ethiopia,13.59346832,10.99378169,9.043668353,9.372623357,11.88524202,14.20958198,14.43180168,15.60641228,16.8424773,17.61141407,16.71793093,18.67766681,19.10531508,21.44947759,20.497795,18.76773956,18.27909542,16.95398912,15.87368065,16.1806583,17.16248427,16.6210024,15.47630183,15.82525775,14.90141568,15.37866765,15.88419272,14.74335027,13.07028981,12.79334215,11.45633039,11.91843873,13.96459259,14.73182101,15.14149872,15.19953192
Finland,53.72023678,56.07199119,55.93392164,55.50412547,55.73700203,54.00359212,55.06205735,53.56701291,52.85538788,51.50965993,53.63597719,51.11596648,51.41494821,50.61318361,50.3426599,51.77397123,52.18598356,51.79235802,52.05518235,51.60745432,51.37315765,52.63841049,53.28471873,54.29838343,54.28933237,54.13061476,53.99139382,53.04979795,52.5258707,52.29196345,53.0936219,53.45364501,53.23883,52.9323334,52.62890176,52.62890176
France,47.69843937,48.40868183,47.99011126,48.84569822,49.20232535,49.70027243,50.97511232,50.87768424,50.54589998,51.02715991,50.33379887,50.33909765,49.63500478,49.25502831,49.39428492,49.9385301,50.43202639,49.92927638,50.03257411,49.97707111,49.99511349,51.13592364,52.12628854,53.14372028,53.30894307,53.17239742,53.04859299,53.54503357,53.39640537,52.56457084,52.32065732,52.64281178,51.96865375,51.26432808,51.16686768,51.05143672
Germany,no data,43.27853449,44.7120548,45.13481715,45.75305403,45.68481112,45.84866086,45.62623971,45.57837988,46.49285256,46.17308887,44.39080523,43.9965516,44.59999005,43.4573396,43.50136127,43.582144,43.65861855,44.08314975,45.04982153,43.76298549,44.35702193,44.9273124,44.98436694,44.88257618,45.1016463,45.51407772,45.55885836,46.29488054,46.6957568,45.73959421,45.8205459,46.52747021,46.74200575,46.67462225,46.71682471
Ghana,4.971246865,5.990433813,5.04055841,7.285819722,8.417304341,9.115190555,7.338986332,6.282459535,7.038324839,5.894427715,8.618072623,10.88300525,8.50290249,10.88031885,12.5963,11.84683339,12.09923137,12.76456078,11.84466322,12.28124681,12.49076396,14.10647307,13.73301745,12.53083571,13.42947317,14.86927425,13.42087077,13.94091538,14.47895258,13.73813593,11.8409025,12.76684859,13.61467321,14.42441169,14.5343965,14.53990707
Greece,24.86416,25.21202961,25.89577613,26.79663554,28.05239923,36.26858936,36.9245999,37.64994072,38.88059523,40.36056776,42.36266965,40.51999422,39.77278984,38.76135379,38.7866774,39.37372642,39.17066767,40.3622768,40.66944915,38.93674169,41.31335967,43.85086147,46.25949248,48.02384669,46.20287032,47.90474901,49.54897783,48.43855775,47.79226263,46.76350717,48.30321689,48.28224477,48.65780678,48.46533824,47.07859454,45.18931394
Guinea,14.78408392,13.04328876,11.60599394,10.65116376,10.023132,10.75070185,9.762975247,10.57555642,10.09326424,9.439372339,10.20225359,11.69448989,11.03388794,10.08505608,9.135166746,9.934309064,11.03530007,9.937010236,10.45930646,11.35726247,10.84941455,15.10576412,17.53052517,14.76526038,16.97083855,14.81006851,15.9892328,15.26670154,14.54519816,14.12906004,13.59445341,14.87412081,15.63862563,16.29830002,16.7785466,16.8819978
Haiti,no data,no data,no data,no data,no data,no data,no data,10.04447184,9.666303157,9.246849816,8.426568703,8.024504084,8.446420215,9.114213664,10.29577325,13.19904949,13.85078461,15.52571785,15.06655157,16.82901223,19.94992527,21.97873446,23.84392808,20.94975862,18.95499811,19.16960935,18.71536104,17.73945213,17.26844682,12.15300497,13.82026618,17.25197599,16.59441831,17.61326065,17.994756,18.57725417
Honduras,17.23220876,18.62026369,20.15492313,19.32271781,18.05683439,16.96832074,18.79263373,19.47319718,22.31249774,24.7017775,23.60694779,21.94691361,21.79335588,21.3478446,23.06856261,23.57693497,23.03827992,24.1949921,26.14236796,23.48679034,23.09194159,22.96920895,22.87297188,23.84580826,24.7410013,25.24078694,26.98519821,26.49077552,26.46096124,25.80719196,25.53302473,26.80416654,27.38398569,27.40159883,27.47908535,27.50492133
Hong Kong SAR,14.48052729,15.93646268,16.16874055,17.30339966,16.38893695,15.77644774,16.41011346,20.45291822,16.74705949,17.83894748,16.86946742,13.40675926,13.73338027,16.38874736,19.81399628,17.17053319,18.83986102,21.26752023,18.8772962,18.81776645,20.72918175,22.39504517,21.43684754,21.04271835,20.844748,18.63152435,22.64017695,22.85244978,20.74179818,19.40982047,16.7537656,19.74722028,21.75284792,21.61490403,21.6788904,21.67338888
Hungary,no data,no data,no data,no data,no data,46.50298819,46.45972055,43.87919715,43.21704248,43.52027481,44.12532314,43.10949626,42.04008418,41.83591549,42.14841477,41.57001502,42.01791564,44.71616278,44.81065673,45.70790812,44.73800258,44.10796373,47.03266751,47.56086654,47.43074503,48.6260443,45.38947249,44.51721729,44.52122232,44.00301934,43.81142715,44.95351076,46.08511768,45.37629239,44.59174586,44.34615166
Iceland,39.0483807,41.79128465,42.40926695,40.35515302,39.98912367,41.09880239,41.75661901,41.73413652,40.00574059,42.18415814,42.18583558,40.55233649,40.05580048,41.20386815,42.25906307,45.74905018,46.52600582,45.45670251,41.64547782,37.91327042,38.32933087,38.81811122,40.2213355,40.62008349,43.74057177,40.58361393,56.93847614,43.51771459,43.08305358,40.85080651,38.04307961,38.69112324,39.10162486,39.1113487,38.66693718,38.39181447
India,17.44194129,19.03746464,18.47216685,17.31959559,17.89715881,17.85243702,17.35440861,16.66292977,16.01123965,16.85349978,17.37204875,16.94555299,17.73203429,18.19460267,18.89712485,19.0623872,20.3378407,21.96176718,19.70786652,18.51802718,18.82144635,19.29143004,19.81429534,19.60032991,19.14937351,19.85389029,20.11283383,19.85646853,20.23898887,19.30180512,18.08046765,19.04168319,19.54948581,19.76461882,19.8600687,19.88859159
Indonesia,15.29022965,14.16876413,13.87894199,13.50485099,13.52865746,12.54799053,12.47034873,14.21575291,13.18528026,14.18078515,13.43287302,17.7453336,16.35279911,17.09873834,17.57301519,17.85958472,18.86752445,17.78220354,19.4481143,15.38227768,15.6441066,17.01016378,17.24934557,16.86441738,16.46057773,14.87465584,14.33750056,14.05331664,14.88115766,14.1525352,11.8071827,11.89704885,12.36268307,12.76035436,13.08995077,13.28698521
Iran,18.07229349,15.21708411,16.92805919,26.71715485,23.21776145,22.22838874,20.23411499,18.85311637,14.21011584,18.46261197,22.93475536,17.58376512,20.43358502,21.02301865,21.61875885,24.47547988,24.58797865,25.39354883,21.87296619,20.69035619,21.0335577,18.91333476,13.94569112,13.47999599,14.26986828,16.12169927,17.28072069,17.53223809,16.1297468,11.5226482,9.378535031,11.68706918,11.98499003,12.23986308,12.34255214,12.54607808
Ireland,42.4059041,43.84856362,44.54445089,42.50442765,42.95968303,38.70842128,38.75642136,37.84786401,36.60752722,36.37705555,35.80168542,33.4609236,32.68266678,33.35332427,34.44573827,34.94589972,36.68329717,36.22183551,34.83067188,33.29129062,33.03386535,33.81791036,34.01338462,34.298139,33.89047306,26.98875378,27.19584449,25.67002505,25.15586372,24.57193513,23.3604252,23.58969897,23.6567668,23.65579943,23.35196746,23.02556209
Israel,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,43.83465671,43.58800868,43.26669344,41.87323616,40.94148392,41.03754266,41.99990768,41.10031085,38.64876314,35.82979715,36.91149907,36.96759408,36.15487342,36.43078931,36.582399,36.80780912,36.57843944,37.7554791,36.01722521,35.26932202,33.60857637,34.78231468,35.28548485,35.28548485,35.28548485,35.28548485
Italy,42.92159317,44.12687965,46.57538349,47.89326156,46.11104043,44.40846593,44.87451619,46.51021002,45.16189931,45.4410462,44.11230491,44.14916213,43.83047993,43.95684212,43.40076567,43.15927251,44.17702988,45.44338758,45.26970752,45.98987102,45.68805278,45.58139591,47.64464013,48.09725742,47.90110636,47.76492052,46.67449391,46.31753094,46.34117479,47.06927752,46.73637423,47.57294221,47.56819714,47.49066559,47.4586099,47.42875158
Japan,31.95020198,31.52332642,31.43553342,30.29950682,29.57404797,29.61111262,29.47738038,30.07897705,29.04962709,29.28534068,28.30193694,29.49494355,28.52051082,28.08703985,28.88264194,29.63490748,30.58441993,30.79778712,30.43253737,29.3188778,29.01473757,29.9769601,30.76032246,31.5754841,33.25329457,34.21430935,34.28191356,34.20281906,35.0300822,34.38498988,33.9632155,33.89937948,34.43558404,34.64016371,34.73342942,34.78345596
Kazakhstan,no data,no data,no data,no data,22.19761069,16.86074601,13.22267349,13.47049864,18.18777384,17.53825469,21.85466991,25.65378071,22.45106847,25.35116043,24.55008158,28.08375887,27.45242656,28.8389974,28.29543375,22.14210218,23.94311274,27.04495058,26.34290318,24.75433302,23.74208049,16.61100864,17.00845307,19.8224096,21.4261923,19.67895037,17.84640251,18.64782117,18.4330555,18.46556317,18.19190282,17.83869067
Kenya,18.51368752,13.15118356,12.41776481,13.77924255,19.51412881,22.76902514,19.61235004,19.50147134,20.07396321,18.91533406,18.62257475,18.43151524,18.50483276,19.46684462,20.12273467,20.04199618,19.32946389,19.67743767,19.44659928,18.79373058,19.80078573,19.45510013,19.14431274,19.69975056,19.76010824,19.10543774,19.18257434,18.22803788,18.22304973,17.68009955,16.73826443,16.42380309,16.47911454,16.50441462,16.50147479,16.54835132
"Korea, Republic of",no data,no data,no data,no data,no data,16.21597996,16.90350369,16.74164182,17.74882887,17.9230375,20.66300669,20.06500356,19.80836882,20.08876594,19.29132877,19.69231116,20.49362496,21.65870113,21.36587916,20.36564043,20.09507571,20.69234203,21.15652103,20.52370132,20.15466793,20.25976279,21.13352093,21.82597454,22.94593288,22.98795471,22.8842975,22.8842975,22.90419024,22.92315422,22.96511014,22.96511014
Kuwait,60.32757838,52.86092594,41.24209591,45.63257088,49.39187022,52.7335833,56.12320597,60.84396377,58.89120857,60.07446943,68.16760723,71.62301039,61.20096618,54.34759733,56.41368047,71.42332207,63.80903221,67.49097786,60.55975601,69.70018435,70.70322884,72.33975866,71.24217924,72.25977253,66.64549382,59.99894746,54.05969649,57.65091639,58.42490132,58.12499194,56.30105087,51.13551171,52.94470819,53.5586833,53.23205516,52.51614879
Kyrgyz Republic,no data,no data,no data,24.69530333,20.82644602,24.35980762,19.51749155,21.84081901,23.96461175,22.35165947,19.51846617,21.34077617,23.44973636,22.90807929,23.56536823,25.27702382,27.03419534,30.87230258,29.80821919,32.91896564,31.16010154,32.66281453,34.72186422,34.44764806,35.43978697,35.56689201,33.13284958,33.28721752,32.4695953,34.0450218,31.76301686,31.45362312,31.77377772,32.09472806,32.70229907,33.22184121
Lao P.D.R.,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,16.31524837,15.16267702,13.76995036,12.15389526,11.75962771,12.79161973,13.23612972,13.98536243,14.19619372,17.00759016,20.9329276,18.76029163,22.3758441,20.20896488,21.85478813,20.21191337,16.02449207,16.07381237,16.24413873,15.36468811,11.83289551,13.78120772,14.76939924,15.4015997,15.74592491,15.7833282
Latvia,no data,no data,no data,no data,no data,no data,no data,no data,36.53590939,35.93487478,33.72610623,32.42522868,31.81054623,31.4052868,32.52191494,33.5103156,33.42563653,33.69901905,33.40629428,35.67330687,36.48404494,35.61139265,37.28572076,36.68094379,36.07266238,36.08721353,36.15573969,35.91517701,37.45486153,37.45348065,38.8486066,39.98857661,43.08024733,43.42956352,40.84109548,38.08098087
Libya,34.41880406,37.03781968,26.57956347,25.22609509,26.69188523,32.46562737,43.42664441,33.25171005,31.47291285,33.69549558,41.70409057,38.23350911,49.40004434,49.42096461,54.0471208,60.41000772,62.96137415,62.28011904,80.68825604,65.60855782,70.39070455,42.41449403,74.24807185,82.97976798,69.29480742,51.15356947,31.70291849,52.4066459,85.64827175,103.9531983,62.0486443,63.34970005,64.11519145,62.64520867,58.04972487,55.14798535
Lithuania,no data,no data,no data,no data,no data,29.07153895,27.82847021,30.89011766,31.2180003,31.18349199,31.88480647,31.42003304,31.37485109,30.79927602,31.66417768,32.91957074,33.28744253,33.44882535,33.77113871,34.3210066,34.39733063,32.60412401,32.08519484,32.07120541,33.38422977,34.21298008,33.5543654,32.86143844,33.93594083,34.37216101,33.15617764,34.87745926,36.31423983,35.27836251,34.55868407,34.46372806
Luxembourg,no data,no data,no data,no data,no data,44.89209259,44.78448149,46.64174088,46.71392297,44.83579393,43.41466162,44.02111728,43.6813351,43.67720847,42.69119937,43.64309,41.76814569,42.30798197,43.40401537,44.85145971,43.83913504,43.18631471,44.61768993,44.40456349,43.54553191,43.19822225,42.74211186,43.46061372,45.37417719,44.77811208,44.53328966,44.22241469,44.0450201,43.97614783,44.15532337,44.24563856
Madagascar,12.85156913,9.085019276,11.18335936,10.73779538,9.463290218,9.411538523,10.42510792,12.45597795,11.62533441,13.05699101,12.99427539,11.69566166,8.350475307,13.24198485,17.4686156,15.87843676,15.44415552,13.77893233,13.98795123,10.24707777,11.52013963,9.997886196,9.278439015,9.29912629,10.59406308,10.17888426,12.43833116,12.83949025,12.92808727,13.92123709,12.4932004,11.51025897,12.05965286,12.2644619,12.4826288,12.60296848
Malaysia,30.67355053,28.99475429,30.0148679,28.05329978,28.71825706,25.70026537,25.66039921,25.99522993,22.48630426,21.6398227,19.57959183,23.86265657,23.18427188,23.47212752,22.5309993,21.70486203,22.97232443,23.31784621,23.51527477,25.00939534,22.28540122,23.52019211,25.40255327,24.30187564,23.32852953,22.16226935,20.09479666,19.5201136,19.41577337,20.1773633,20.25154512,19.2407031,19.33689888,19.32247273,19.34268538,19.31480584
Mali,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,16.74925276,15.54408315,16.84517402,19.62659008,19.39898471,18.87049884,49.85443835,18.7054635,16.89863572,19.09666049,17.69366501,17.14492801,14.57478795,17.38716573,17.13120495,19.11687956,18.30050071,20.05973875,15.65781308,21.41171957,20.27412964,21.57013036,21.50530059,21.75463212,21.77350191,21.85378156
Malta,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,36.76311255,37.7219199,37.80894579,36.15440305,37.62805765,39.48827476,39.67978548,38.77707405,37.97441227,37.89672384,37.44239124,38.33435529,38.18066769,38.03208446,38.23403747,37.15822506,36.81593673,38.07713763,38.20280076,37.6787382,37.41520174,38.37421322,38.0461846,37.21757501,36.46992839,36.39980091
