2017_x,2018_x,2019_x,2020_x,2017_y,2018_y,2019_y,2020_y
39.2049333,38.16609902,38.24069924,39.63925727,32.55787099,33.6980157,32.60282382,28.15190811
23.80564965,19.69477508,19.22274468,20.73253093,17.50183043,21.88347467,20.01459823,17.9250267
41.12145402,39.49045409,38.32673969,no data,34.42811289,33.97369761,33.85902607,no data
36.74072747,36.87566466,38.45089813,44.49445812,35.02422792,35.64110326,34.55736222,34.43074779
48.93109779,48.64965346,48.21019863,58.33449436,48.23190271,48.84736452,48.94494124,48.43431801
35.59312045,33.13382073,33.42273981,42.28733219,34.22697795,38.61184638,41.52085625,35.97488688
13.55956634,14.30188671,15.10718808,14.9698536,10.219983099999999,9.661141962,9.745337727,8.172987167
39.04208857,37.84462233,38.59865509,40.72919556,38.70556403,39.64942071,39.22450908,36.03762718
51.91917606,52.23695463,52.27322786,61.2915079,51.22848167,51.42908748,50.36464906,49.9380529
17.78497173,16.56750801,14.6011117,17.41977872,13.58122705,13.59107181,14.06153341,13.67770203
38.59775622,37.09485575,36.06655671,36.13463283,30.77399123,28.95110064,28.84492728,27.57001536
38.3028057,38.08842656,37.8580438,44.82456566,30.44614524,30.92500774,31.84411206,28.04325076
26.13070409,23.75777019,23.86765131,28.16033992,19.24651768,19.4029983,20.39933589,22.07560911
22.37486924,23.17469665,23.020135699999997,24.01780313,21.59977876,23.85114303,26.23390939,21.61597859
19.82568887,18.54628735,19.05396354,17.32689338,14.95394391,16.05866276,15.74264523,13.2023119
40.56196164,41.04726205,41.16207542,57.32016826,40.43585865,40.65056371,40.81570291,37.39637079
14.88007968,13.34967233,14.42110198,19.31128047,14.64863556,15.28567664,14.24905465,18.67245046
25.43482273,25.36128968,25.84942649,29.34797886,22.81322794,23.89645822,23.20196892,20.64307924
31.64680876,32.92704161,33.9718687,36.26211858,27.81138885,28.27214333,27.65976593,24.37515632
29.32049071,34.7232779,31.85796305,35.45101283,26.82497218,30.04682014,29.35106685,25.9735328
10.38772303,11.138873599999998,12.92301373,12.46770215,11.74251327,11.09072573,10.8704853,10.57167776
28.32483956,19.61660275,21.42878636,24.19772264,22.39253078,25.37558016,27.25127824,22.091766
45.34368374,46.29409031,47.12380843,50.62116798,46.14067741,46.51596495,47.51702455,42.54268327
36.90424507,43.44302624,39.49652976,47.74016043,38.565946600000004,39.21032463,41.23187977,42.16390897
38.98317720000001,40.5981882,41.15483796,47.91113391,40.48428966,41.50891349,41.42227382,40.60859149
18.43351229,17.80312486,17.31716432,19.75969837,15.10073942,14.85845291,15.02919102,14.35964598
51.2400091,50.94271744,49.69235349,57.07192465,52.7603495,51.41926326,53.49938453,53.0838673
17.10134019,16.31622966,16.59139188,20.28568895,14.01381645,14.155838199999998,14.39599865,12.49961716
36.51100796,38.50017613,36.59769883,39.01283512,32.04968282,35.32482472,33.42852131,30.09291746
32.18980403,30.10727002,27.5291152,26.64786012,21.76108934,20.69677514,20.12042427,19.15909585
38.87332209,39.11809916,38.98495965,40.75651308,38.49432823,38.65481201,38.589771500000005,33.92727628
17.98671978,16.09952697,15.32161368,15.0050378,14.74335027,13.07028981,12.79334215,11.45633039
53.73451421,53.38437572,53.19903391,59.93729619,53.04979795,52.525870700000006,52.29196345,53.0936219
56.47898654,55.66337257,55.56282949,63.08969853,53.54503357,53.39640537,52.56457084,52.32065732
44.19695938,44.45824557,45.17446833,53.91411899,45.55885836,46.29488054,46.6957568,45.73959421
18.00190814,21.45074118,21.07882368,28.25723295,13.94091538,14.47895258,13.73813593,11.8409025
47.3967573,46.91902076,46.19750768,57.29740176,48.43855775,47.79226263,46.76350717,48.30321689
17.32598367,15.60838987,14.59356944,17.30143139,15.26670154,14.54519816,14.12906004,13.59445341
17.69990244,18.98695981,14.43114057,19.6897991,17.73945213,17.26844682,12.15300497,13.82026618
26.89915623,26.26294596,25.71882011,28.62443969,26.49077552,26.46096124,25.80719196,25.53302473
17.3600249,18.39194406,20.92031698,28.54680852,22.85244978,20.74179818,19.40982047,16.7537656
46.97345888,46.6697792,46.05071851,52.08971822,44.51721729,44.52122232,44.00301934,43.81142715
42.93391262,42.26520982,41.84411443,48.09251372,43.51771459,43.08305358,40.85080651,38.04307961
26.21723581,26.50865272,27.51964907,31.15742836,19.85646853,20.23898887,19.30180512,18.08046765
16.56237752,16.6313568,16.38156805,18.12199438,14.05331664,14.88115766,14.152535199999999,11.8071827
19.34882486,18.0635819,17.02394263,18.90782707,17.53223809,16.1297468,11.522648199999999,9.378535031
25.99435282,25.03980247,24.19579437,29.35563397,25.67002505,25.15586372,24.57193513,23.3604252
38.86926964,39.63985099,39.17929445,46.54518115,37.7554791,36.01722521,35.26932202,33.60857637
48.76254828,48.54051257,48.70834301,59.71767329,46.31753094,46.34117479,47.06927752,46.73637423
37.31926549,37.52635312,37.68613133,48.11376484,34.20281906,35.0300822,34.38498988,33.9632155
24.08791833,18.84662792,20.24849328,23.12068792,19.8224096,21.4261923,19.67895037,17.84640251
26.06383417,25.599203699999997,25.4143194,25.123286,18.22803788,18.22304973,17.68009955,16.73826443
19.63786965,20.38291583,22.615112,26.11895491,21.82597454,22.94593288,22.98795471,22.8842975
51.38484114,49.37991186,52.74400387,64.79333113,57.65091639,58.42490132,58.12499194,56.30105087
37.02014382,33.05969426,34.18419921,39.04502271,33.28721752,32.469595299999995,34.0450218,31.76301686
21.56328153,20.90735367,20.38042442,18.25598272,16.07381237,16.24413873,15.36468811,11.83289551
36.74238024,38.19523998,37.83660884,44.27980762,35.91517701,37.45486153,37.45348065,38.8486066
95.87059402,85.84252378,101.7605516,164.9863653,52.4066459,85.64827175,103.9531983,62.0486443
32.40720807,33.33546893,34.10519317,39.87154145,32.86143844,33.93594083,34.37216101,33.15617764
42.15988256,42.2910724,42.63283598,51.51358794,43.46061372,45.37417719,44.77811208,44.53328966
14.94237681,14.25716354,15.34003454,18.0133919,12.83949025,12.92808727,13.92123709,12.4932004
21.9318699,22.72258119,23.87182571,26.78373508,19.520113600000002,19.41577337,20.1773633,20.25154512
22.92139054,20.42804807,23.09151443,26.47412964,20.05973875,15.65781308,21.41171957,20.27412964
34.83594513,36.30462937,37.14849353,46.81049793,38.07713763,38.20280076,37.678738200000005,37.41520174
25.70571888,25.66196281,26.43132938,30.23866061,24.64244181,23.46408914,24.08267962,24.43866061
30.480673499999998,31.37040805,31.40041057,37.86616167,29.84075048,30.52153367,29.9617068,29.86398845
32.33210073,28.456017100000004,31.705049600000006,38.40806799,28.54842807,31.42515524,32.63146132,26.93111448
30.04832835,29.91592315,30.01747915,35.30929361,26.55524846,26.17979734,25.89022946,27.51753235
29.97819481,32.60574767,30.01614272,31.65267173,27.05481314,25.76066086,29.8665406,24.59196143
20.76670194,21.03148532,20.30361183,21.0622948,17.90874296,17.62908802,16.38787652,15.04589173
27.19304992,31.92424041,30.57441445,28.24910739,24.09914161,25.27310517,26.01292442,20.32070614
41.65652865,41.29022839,42.26934503,48.5390324,42.91671295,42.78288912,43.93197383,39.78212013
35.76848764,36.39578226,39.97409816,46.72374119,37.05628434,37.82380201,37.02800526,37.47579026
27.04665283,27.51274191,27.56542551,30.25588698,25.47029992,24.52954721,27.11481321,25.98355767
19.5015283,21.09538403,21.56974052,23.85968143,15.38645719,18.09637899,18.01026677,19.03666042
12.00796706,12.82046122,12.61969737,12.65472875,6.608237936,8.514113508,7.86316027,5.915443264
49.64067899,49.23721133,50.80367482,55.3204871,54.63918902,56.45995593,58.58182572,53.53494639
45.77272342,45.09922161,44.18417759,49.37017659,31.81334247,37.20590467,37.12241808,30.66287389
21.3033565,21.63235692,21.97716705,23.12429195,15.54396313,15.20950736,12.99294934,15.11300095
18.36665426,20.37743354,21.24204741,20.23570889,15.89194485,17.7903121,16.27814489,13.970038
21.239460600000005,21.42037725,21.29623406,27.73110743,18.30448971,19.41936507,19.93061905,18.32294346
19.06077477,20.85044833,21.68440153,25.28157634,18.68880391,19.29796814,19.90359215,17.21841314
41.22876638,41.51684088,42.02654344,51.17066136,39.76090095,41.28420011,41.28633735,40.70678284
45.36799844,43.36615439,42.67331196,50.49192455,42.41198475,42.92367776,42.86354268,42.14085495
34.6631516,28.89609823,32.56288945,32.32466499,32.17511768,34.81853651,37.49027842,35.35352393
34.83017301,32.38153698,33.61800142,37.29452546,33.36124706,35.28340419,35.53994057,32.00965318
25.09193948,26.40088407,28.836916100000003,27.80955789,22.57528832,23.82554928,23.64429654,20.09372374
33.30495421,36.57453044,35.61309079,38.91673,24.06883205,30.70395806,31.16061372,28.35280957
22.4630224,22.43477221,24.01385678,27.7094498,19.49499007,18.79121751,20.18921472,21.47569713
13.65695995,14.01219831,14.34292959,28.45845588,18.99814577,17.72896463,18.18321446,17.68502992
41.48722451,41.85081563,42.79907233,51.15127174,40.53480074,40.80110796,41.50382282,42.31268659
44.07973555,43.56439106,43.67607787,48.48031874,44.03158157,44.28497119,44.21850329,39.66039362
32.5993414,33.1879281,35.31874201,41.09097003,28.21973167,29.04360997,29.0647892,27.0477298
41.19787103,41.71518217,41.91247146,52.7266669,38.17362925,39.17856783,39.0863152,38.6344549
19.30549306,18.74709951,20.82619444,18.88364956,13.80212923,13.45151661,12.64511472,9.254764229
13.63204732,16.83665762,18.77820079,13.67322175,7.1777152420000006,8.912617615,7.8934138439999995,6.841799474
48.23486831,48.81258561,48.34578137,53.34461051,49.66638516,49.62636999,48.74936168,47.4452693
33.17535327,32.67411912,32.66961241,37.32773835,34.33096468,33.99285476,34.14393831,33.11962016
35.63188664,31.86886893,29.47952395,30.29375453,29.666888699999998,29.08821565,27.3801474,24.29507925
16.57257469,16.60592676,16.38451221,17.00144275,15.41455086,14.67429384,14.66830959,15.14162198
21.52395441,21.36066245,21.84024832,26.23475176,21.09902696,21.42474743,21.02406773,21.02406773
33.37163599,34.61520351,35.17594413,36.86619682,31.18903178,30.96136658,29.52781652,28.98817326
15.54895347,15.95549065,18.67712774,19.45688358,12.80135791,13.22036161,13.66193258,12.90526781
41.48206986,41.71872466,41.44976,46.90465515,39.29127182,39.5689799,39.40763751,39.09465515
30.50769998,28.87026296,30.55746511,35.91320849,28.55748166,30.79898017,29.79435509,26.01410297
39.09368639,38.78256068,38.60724257,53.09134885,36.64218236,36.51865594,36.40281856,36.6279174
35.31727539,35.37014561,35.73553116,47.18787061,30.72583985,29.58375936,29.38623422,28.47014183
32.42552809,33.22410349,33.92798673,36.45021661,29.72075604,31.1988059,30.92380036,30.68128666
23.43152776,26.03538653,28.22050801,28.85563616,24.71991493,27.77833806,27.96315317,24.71777897
37.70205632,48.42109861,21.35859793,no data,14.7111968,17.42109861,11.35913216,no data
21.52930646,20.51110518,22.83678187,23.00327243,19.56530889,19.48849942,19.54259619,16.98091164
8.392471485,14.26408483,13.84232787,14.94189408,3.487907256,6.41552208,8.522881027999999,5.730996164
25.06269053,27.35295709,27.86712113,23.99262086,17.47490869,18.92534462,19.72427089,17.99568913
22.483832500000002,17.65307185,16.34176509,16.05470752,14.37064405,13.15425082,14.69283117,14.20720025
38.29261253,38.37514867,38.68407743,49.34258472,35.34409789,35.05799215,34.70139763,33.87161678
38.63598904,38.72207282,38.99143356,49.17063283,36.25195653,36.03099809,35.69207445,34.78324525
31.26842013,31.84788674,32.55978347,35.48017711,26.95873991,27.55844466,27.0779684,24.21421524
30.935391,31.41303928,31.92583941,34.99989577,26.78216107,27.57986654,27.01590866,24.27977686
29.15920958,30.31786621,31.2739184,33.94552324,25.18510731,25.7958533,25.19002874,22.54496388
35.57229004,34.75093033,35.63657184,40.24738413,33.73039145,35.10587957,34.90681464,33.06851689
33.33386289,33.07519689,32.18695909,36.99181116,27.78395651,27.8632624,28.09356122,25.90235892
32.65861734,32.64985377,31.85857723,34.01451859,26.911286999999998,30.18100162,28.44748399,24.16677396
47.09379805,46.85165129,47.03968811,55.71389563,46.13133716,46.39414806,46.39459428,45.60354989
18.80650883,18.94357878,20.03695555,19.91383387,16.07030664,16.00963184,15.92896023,13.59455141
17.99719694,18.29585546,18.69957722,19.18867321,14.36249359,14.83332607,14.68279498,12.96514644
25.23631211,25.10347491,24.09168335,27.37752189,24.55560246,24.01038579,23.58742614,23.4440764
12.55526632,13.36998505,13.18574492,13.33650897,7.189322304,9.249715081,8.683069564,6.674980103
19.61862378,22.79796072,24.42205283,24.5874219,16.54134608,19.2945631,20.21109492,18.28189959
16.8564122,16.97807127,16.84238979,17.69070547,12.373517300000001,13.03237154,12.74872916,11.43553365
